symbol,characterId,frame,visibleMinXFromRegistration,visibleMinYFromRegistration,visibleMaxXFromRegistration,visibleMaxYFromRegistration,exportWidth,exportHeight
Monster2Bullet1_2,34,2,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,3,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,4,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,5,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,6,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,7,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,8,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,9,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,10,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,11,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,12,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,13,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,14,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,15,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,16,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,17,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,18,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,19,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_2,34,20,-68.4,0.2,88.1,67.60000000000001,156.5,67.4
Monster2Bullet1_1,49,1,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,2,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,3,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,4,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,5,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,6,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,7,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,8,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,9,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,10,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,11,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,12,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,13,-71.45,8.4,54.55,144.9,126.0,136.5
Monster2Bullet1_1,49,14,-71.45,8.4,54.55,144.9,126.0,136.5
Monster4Bullet1,52,1,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,2,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,3,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,4,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,5,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,6,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,7,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,8,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,9,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,10,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,11,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,12,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet1,52,13,-418.95,-0.0,83.0,7.9,501.95,7.9
Monster4Bullet2_1,61,1,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,2,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,3,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,4,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,5,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,6,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,7,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,8,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,9,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,10,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,11,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,12,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,13,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,14,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,15,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,16,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,17,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,18,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,19,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,20,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,21,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,22,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,23,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,24,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,25,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,26,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,27,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,28,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,29,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,30,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,31,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,32,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,33,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,34,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_1,61,35,-1486.95,-172.7,1424.95,307.2,2911.9,479.9
Monster4Bullet2_2,65,1,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,2,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,3,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,4,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,5,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,6,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,7,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,8,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,9,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,10,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,11,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,12,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,13,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,14,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,15,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,16,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,17,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,18,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,19,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster4Bullet2_2,65,20,-1683.1,-0.05,1150.0,70.0,2833.1,70.05
Monster3Bullet1,70,1,-0.0,-0.0,126.85,106.35,126.85,106.35
Monster3Bullet1,70,2,-0.0,-0.0,126.85,106.35,126.85,106.35
Monster3Bullet1,70,3,-0.0,-0.0,126.85,106.35,126.85,106.35
Monster3Bullet1,70,4,-0.0,-0.0,126.85,106.35,126.85,106.35
Monster3Bullet1,70,5,-0.0,-0.0,126.85,106.35,126.85,106.35
Monster3Bullet2,74,1,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,2,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,3,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,4,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,5,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,6,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,7,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,8,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,9,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster3Bullet2,74,10,-13.7,-4.45,121.2,56.4,134.9,60.85
Monster7Bullet1,75,1,-0.0,-0.0,150.0,150.0,150.0,150.0
Monster5Bullet3,80,1,6.55,-0.0,396.3,133.8,389.75,133.8
Monster5Bullet3,80,2,6.55,-0.0,396.3,133.8,389.75,133.8
Monster5Bullet3,80,3,6.55,-0.0,396.3,133.8,389.75,133.8
Monster5Bullet3,80,4,6.55,-0.0,396.3,133.8,389.75,133.8
Monster5Bullet2_2,93,1,-0.0,-4.2,256.0,175.8,256.0,180.0
Monster5Bullet2_2,93,2,-0.0,-4.2,256.0,175.8,256.0,180.0
Monster5Bullet2_2,93,3,-0.0,-4.2,256.0,175.8,256.0,180.0
Monster5Bullet2_2,93,4,-0.0,-4.2,256.0,175.8,256.0,180.0
Monster5Bullet2_2,93,5,-0.0,-4.2,256.0,175.8,256.0,180.0
Monster5Bullet2_2,93,6,-0.0,-4.2,256.0,175.8,256.0,180.0
