symbol,characterId,frame,visibleMinXFromRegistration,visibleMinYFromRegistration,visibleMaxXFromRegistration,visibleMaxYFromRegistration,exportWidth,exportHeight
Monster16Bullet4_1,160,16,-0.0,-0.0,100.0,100.0,100.0,100.0
Monster16Bullet3,191,1,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,2,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,3,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,4,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,5,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,6,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,7,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,8,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,9,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,10,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,11,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,12,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,13,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,14,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet3,191,15,-0.0,-0.0,304.0,304.0,304.0,304.0
Monster16Bullet2_2,225,1,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,2,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,3,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,4,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,5,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,6,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,7,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,8,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,9,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,10,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,11,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,12,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,13,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,14,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,15,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,16,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,17,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,18,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,19,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,20,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,21,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,22,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,23,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,24,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,25,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,26,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,27,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,28,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_2,225,29,-120.5,-123.15,120.5,148.29999999999998,241.0,271.45
Monster16Bullet2_1,229,1,-0.0,-0.0,247.0,182.0,247.0,182.0
Monster16Bullet2_1,229,2,-0.0,-0.0,247.0,182.0,247.0,182.0
Monster16Bullet2_1,229,3,-0.0,-0.0,247.0,182.0,247.0,182.0
Monster16Bullet2_1,229,4,-0.0,-0.0,247.0,182.0,247.0,182.0
Monster16Bullet1,235,1,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,2,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,3,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,4,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,5,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,6,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,7,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,8,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,9,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,10,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,11,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,12,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,13,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,14,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,15,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,16,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,17,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,18,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,19,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
Monster16Bullet1,235,20,11.55,-59.2,268.05,113.49999999999999,256.5,172.7
