stableKey,as3Name,sourceKind,sourcePath,sourcePackage,symbolId,scope,usage,status,confidence,nextAction,note
projectile.stage1.monster3.hit2,Monster3Bullet2,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_74_Monster3Bullet2;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,74,projectile,Monster3 hit2 attack object,derived-ready,confirmed,integrate,10 frames; trigger tick 6; last-frame destroy
projectile.stage1.monster4.hit1,Monster4Bullet1,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_52_Monster4Bullet1;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,52,projectile,Monster4 hit1 attack object,derived-ready,confirmed,integrate,13 frames; trigger tick 14; last-frame destroy
effect.stage1.monster4.hit2-start,Monster4Bullet2_1,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_61_Monster4Bullet2_1;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,61,effect,Monster4 hit2 disabled opening visual,derived-ready,confirmed,integrate,35 frames; trigger tick 7; setDisable means no attack; last-frame destroy
projectile.stage1.monster4.hit2-followup,Monster4Bullet2_2,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_65_Monster4Bullet2_2;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,65,projectile,Monster4 hit2 damaging follow-up,derived-ready,confirmed,integrate,20 frames; trigger tick 29; last-frame destroy
projectile.stage1.monster5.hit1,Monster5Bullet1,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_105_Monster5Bullet1;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,105,projectile,Monster5 hit1 attack object,derived-ready,confirmed,integrate,4 frames; trigger tick 7; last-frame destroy
projectile.stage1.monster5.hit2-start,Monster5Bullet2_1,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_102_Monster5Bullet2_1;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,102,projectile,Monster5 hit2 opening attack object,derived-ready,confirmed,integrate,10 frames; trigger tick 5; last-frame destroy
projectile.stage1.monster5.hit2-followup,Monster5Bullet2_2,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_93_Monster5Bullet2_2;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,93,projectile,Monster5 hit2 follow-up attack object,derived-ready,confirmed,integrate,6 frames; trigger tick 15; last-frame destroy
projectile.stage1.monster5.hit3,Monster5Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_80_Monster5Bullet3;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,80,projectile,Monster5 hit3 attack object,derived-ready,confirmed,integrate,4 frames; trigger tick 1; last-frame destroy
projectile.stage1.monster7.hit1,Monster7Bullet1,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_75_Monster7Bullet1;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,75,projectile,Monster7 hit1 attack object,derived-ready,confirmed,integrate,1 frame; trigger tick 5; last-frame destroy
projectile.stage1.monster8.hit1,Monster8Bullet1,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_23_Monster8Bullet1;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,23,projectile,Monster8 hit1 attack object,derived-ready,confirmed,integrate,1 frame; trigger tick 9; last-frame destroy
projectile.stage1.monster8.hit2,Monster8Bullet2,restored-swf,local-resources/regima/source/restored-swfs/assets/1.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/sprites-svg2/DefineSprite_28_Monster8Bullet2;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/attack-object-frame-geometry.csv,assets/1.swf,28,projectile,Monster8 hit2 attack object,derived-ready,confirmed,integrate,4 frames; trigger tick 1; last-frame destroy
monster.collision.stage1.standard,ObjectBaseSprite,restored-swf,local-resources/regima/source/restored-swfs/assets/StageCommon.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/collision-svg/DefineSprite_105_ObjectBaseSprite,assets/StageCommon.swf,105,monster,Shared collision root for Monster2/3/4/7/8,derived-ready,confirmed,integrate,"registration bounds x=-25..24.95 y=-50..49.95"
monster.collision.stage1.large,ObjectBaseSprite2,restored-swf,local-resources/regima/source/restored-swfs/assets/StageCommon.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/collision-svg/DefineSprite_107_ObjectBaseSprite2,assets/StageCommon.swf,107,monster,Monster5 collision root,derived-ready,confirmed,integrate,"registration bounds x=-30..29.95 y=-65..64.95"
monster.collision.stage1.flying,ObjectBaseSprite7,restored-swf,local-resources/regima/source/restored-swfs/assets/StageCommon.swf;local-resources/regima/task-outputs/task-settings-068-stage1-monsters/derived/collision-svg/DefineSprite_95_ObjectBaseSprite7,assets/StageCommon.swf,95,monster,Monster30 collision root,derived-ready,confirmed,integrate,"source bounds x=-57..56.95 y=-21..20.95; Monster30 applies scaleX 0.5"
