stableKey,as3Name,sourceKind,sourcePath,sourcePackage,symbolId,scope,usage,status,confidence,nextAction,note
pet-skill.horse4.tmaoyi,PetHorse4Bullet5,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,699,effect,horse4 ultimate falling/tracking stage,export-ready,confirmed,export-selectively,horse family is partitioned to TASK-SETTINGS-193C; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.horse4.tmaoyi.explode,PetHorse4Bullet5Explode,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,695,effect,horse4 ultimate explosion stage,export-ready,confirmed,export-selectively,horse family is partitioned to TASK-SETTINGS-193C; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.dragon1.fs,PetDragonBmd1,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,9,effect,dragon1 translucent body clone,export-ready,confirmed,export-selectively,dragon family is partitioned to TASK-SETTINGS-193M; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.dragon2.sdcc,PetDragon2Bullet2,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,563,effect,dragon2 sdcc projectile,export-ready,confirmed,export-selectively,dragon family is partitioned to TASK-SETTINGS-193M; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.dragon3.ltwj,PetDragon3Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,603,effect,dragon3 ltwj projectile,export-ready,confirmed,export-selectively,dragon family is partitioned to TASK-SETTINGS-193M; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.dragon4.qlaoyi,PetDragonBullet4,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,539,effect,dragon4 ultimate trigger object,export-ready,confirmed,export-selectively,dragon family is partitioned to TASK-SETTINGS-193M; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.turtle1.sld,PetTurtle1Bullet2,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,504,effect,turtle1 sld projectile,export-ready,confirmed,export-selectively,turtle family is partitioned to TASK-SETTINGS-193I; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.turtle2.txlj,PetTurtle2Buff,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,507,effect,turtle2 owner/pet link effect,export-ready,confirmed,export-selectively,turtle family is partitioned to TASK-SETTINGS-193I; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.turtle3.sybh,PetTurtle3Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,534,effect,turtle3 sybh area object,export-ready,confirmed,export-selectively,turtle family is partitioned to TASK-SETTINGS-193I; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.turtle4.xwaoyi,PetTurtleBmd4;PetTurtle3Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/20120808.swf;local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/20120808.swf;assets/pet1.swf,15;534,effect,turtle4 body hit5 plus reused area object,export-ready,confirmed,export-selectively,turtle family is partitioned to TASK-SETTINGS-193I; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.ufo1.pms,PetKabu1Bullet2,restored-swf,local-resources/regima/source/restored-swfs/assets/20120203.swf;local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/20120203.swf,283,effect,ufo1 pms projectile,export-ready,confirmed,export-selectively,ufo family is partitioned to TASK-SETTINGS-193E; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.ufo2.ss,PetKabuBmd2,restored-swf,local-resources/regima/source/restored-swfs/assets/20120203.swf;local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/20120203.swf,6,effect,ufo2 teleport and body normal-attack continuation,export-ready,confirmed,export-selectively,ufo family is partitioned to TASK-SETTINGS-193E; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.ufo3.kmsk,PetKabu3Bullet4,restored-swf,local-resources/regima/source/restored-swfs/assets/20120203.swf;local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/20120203.swf,272,effect,ufo3 kmsk area object,export-ready,confirmed,export-selectively,ufo family is partitioned to TASK-SETTINGS-193E; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.tigress.hy,PetTiger1Bullet2,restored-swf,local-resources/regima/source/restored-swfs/assets/20120203.swf,assets/20120203.swf,343,effect,tigress hy projectile,export-ready,confirmed,export-selectively,tigress family is partitioned to TASK-SETTINGS-193G; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.tigress.sxhz,PetTiger2Bullet3_1;PetTiger2Bullet3_2,restored-swf,local-resources/regima/source/restored-swfs/assets/20120203.swf,assets/20120203.swf,332;298,effect,tigress sxhz two-stage object,export-ready,confirmed,export-selectively,tigress family is partitioned to TASK-SETTINGS-193G; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.tigress.hsqj,PetTiger3Bullet4_1;PetTiger3Bullet4_2,restored-swf,local-resources/regima/source/restored-swfs/assets/20120203.swf,assets/20120203.swf,370;366,effect,tigress hsqj prelude and damage stage,export-ready,confirmed,export-selectively,tigress family is partitioned to TASK-SETTINGS-193G; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.tigress.bhaoyi,PetTigerBmd4;PetTiger1Bullet2;PetTiger2Bullet3_1;PetTiger2Bullet3_2;PetTiger3Bullet4_1;PetTiger3Bullet4_2,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf;local-resources/regima/source/restored-swfs/assets/20120203.swf,assets/pet1.swf;assets/20120203.swf,18;343;332;298;370;366,effect,tigress body teleport/combo and reused skills,export-ready,confirmed,export-selectively,tigress family is partitioned to TASK-SETTINGS-193G; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.phoenix.np,PetPhoenixBmd1;PetPhoenixBmd2;PetPhoenixBmd3;PetPhoenixBmd4;PetPhoenix1Bullet2_1;PetPhoenix1Bullet2_2,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,12;17;8;24;69;93,effect,phoenix transformation and rebirth feedback,export-ready,confirmed,export-selectively,phoenix family is partitioned to TASK-SETTINGS-193K; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.phoenix.bshn,PetPhoenix2Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,100,effect,phoenix bshn projectile,export-ready,confirmed,export-selectively,phoenix family is partitioned to TASK-SETTINGS-193K; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.phoenix.dhly,PetPhoenix3Bullet4,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,49,effect,phoenix dhly area object,export-ready,confirmed,export-selectively,phoenix family is partitioned to TASK-SETTINGS-193K; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.phoenix.zqaoyi,PetPhoenixBmd4;PetPhoenix4Bullet3_2;PetPhoenix4Bullet5;PetPhoenix4Bullet6,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,24;118;144;104,effect,phoenix ultimate body and combo objects,export-ready,confirmed,export-selectively,phoenix family is partitioned to TASK-SETTINGS-193K; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.rabbit.yg,Monster130Bullet2,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,338,effect,rabbit moonlight proc object,export-ready,confirmed,export-selectively,rabbit family is partitioned to TASK-SETTINGS-193O; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.rabbit.jf,PetPetRabbitBulletBuff;PetPetRabbitJFBuff,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,254;189,effect,rabbit attack/dodge buff feedback,export-ready,confirmed,export-selectively,rabbit family is partitioned to TASK-SETTINGS-193O; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.rabbit.bs,PetPetRabbitBullet4,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,228,effect,rabbit ice projectile,export-ready,confirmed,export-selectively,rabbit family is partitioned to TASK-SETTINGS-193O; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.rabbit.ysaoyi,PetPetRabbitBmd4;petRabbit4AoyiBuff,restored-swf,local-resources/regima/source/restored-swfs/assets/pet1.swf,assets/pet1.swf,331;353,effect,rabbit ultimate body and moon field,export-ready,confirmed,export-selectively,rabbit family is partitioned to TASK-SETTINGS-193O; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.mouse.sc,PetMouse1Bullet1;PetMouse1Bullet2,restored-swf,local-resources/regima/source/restored-swfs/assets/mouse.swf,assets/mouse.swf,67;63,effect,mouse rush and bite objects,export-ready,confirmed,export-selectively,mouse family is partitioned to TASK-SETTINGS-193Q; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.mouse.hxfb,PetMouse1Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/mouse.swf,assets/mouse.swf,17,effect,mouse returning-dart object,export-ready,confirmed,export-selectively,mouse family is partitioned to TASK-SETTINGS-193Q; modern visibility remains placeholder or absent until its paired implementation task.
pet-skill.mouse.zsaoyi,PetMouseBmd2;PetMouse1Bullet1;PetMouse1Bullet2;PetMouse1Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/mouse.swf,assets/mouse.swf,51;67;63;17,effect,mouse ultimate body and reused combo objects,export-ready,confirmed,export-selectively,mouse family is partitioned to TASK-SETTINGS-193Q; modern visibility remains placeholder or absent until its paired implementation task.
