stableKey,as3Name,sourceKind,sourcePath,sourcePackage,symbolId,scope,usage,status,confidence,nextAction,note
inventory-item.cs_fj_dzzzs,cs_fj_dzzzs,restored-swf,public/assets/ui/inventory/items/cs_fj_dzzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,225,ui,斗战制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_dzzzs
inventory-item.cs_fj_js,cs_fj_js,restored-swf,public/assets/ui/inventory/items/cs_fj_js.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,216,ui,金身背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_js
inventory-item.cs_fj_jszzs,cs_fj_jszzs,restored-swf,public/assets/ui/inventory/items/cs_fj_jszzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,212,ui,金身制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_jszzs
inventory-item.cs_fj_jt,cs_fj_jt,restored-swf,public/assets/ui/inventory/items/cs_fj_jt.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,205,ui,净坛背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_jt
inventory-item.cs_fj_jtzzs,cs_fj_jtzzs,restored-swf,public/assets/ui/inventory/items/cs_fj_jtzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,188,ui,净坛制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_jtzzs
inventory-item.cs_fj_tl,cs_fj_tl,restored-swf,public/assets/ui/inventory/items/cs_fj_tl.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,19,ui,天龙背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_tl
inventory-item.cs_fj_tlzzs,cs_fj_dzzzs,restored-swf,public/assets/ui/inventory/items/cs_fj_tlzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,225,ui,天龙制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_dzzzs
inventory-item.cs_fj_zt,cs_fj_zt,restored-swf,public/assets/ui/inventory/items/cs_fj_zt.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,194,ui,旃檀背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_zt
inventory-item.cs_fj_ztzzs,cs_fj_ztzzs,restored-swf,public/assets/ui/inventory/items/cs_fj_ztzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,200,ui,旃檀制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_fj_ztzzs
inventory-item.cs_wq_gl,cs_wq_gl,restored-swf,public/assets/ui/inventory/items/cs_wq_gl.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,20,ui,广力背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_gl
inventory-item.cs_wq_glzzs,cs_wq_qszzs,restored-swf,public/assets/ui/inventory/items/cs_wq_glzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,163,ui,广力制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_qszzs
inventory-item.cs_wq_ll,cs_wq_ll,restored-swf,public/assets/ui/inventory/items/cs_wq_ll.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,293,ui,琉璃背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_ll
inventory-item.cs_wq_llzzs,cs_wq_llzzs,restored-swf,public/assets/ui/inventory/items/cs_wq_llzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,175,ui,琉璃制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_llzzs
inventory-item.cs_wq_qs,cs_wq_qs,restored-swf,public/assets/ui/inventory/items/cs_wq_qs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,238,ui,祁水背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_qs
inventory-item.cs_wq_qszzs,cs_wq_qszzs,restored-swf,public/assets/ui/inventory/items/cs_wq_qszzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,163,ui,祁水制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_qszzs
inventory-item.cs_wq_rc,cs_wq_rc,restored-swf,public/assets/ui/inventory/items/cs_wq_rc.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,249,ui,若禅背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_rc
inventory-item.cs_wq_rczzs,cs_wq_rczzs,restored-swf,public/assets/ui/inventory/items/cs_wq_rczzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,151,ui,若禅制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_rczzs
inventory-item.cs_wq_yt,cs_wq_yt,restored-swf,public/assets/ui/inventory/items/cs_wq_yt.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,260,ui,夷图背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_yt
inventory-item.cs_wq_ytzzs,cs_wq_ytzzs,restored-swf,public/assets/ui/inventory/items/cs_wq_ytzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,138,ui,夷图制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cs_wq_ytzzs
inventory-item.csqyzstx,csqyzstx,restored-swf,public/assets/ui/inventory/items/csqyzstx.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,347,ui,七曜战神背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 csqyzstx
inventory-item.css_2,css_2,restored-swf,public/assets/ui/inventory/items/css_2.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,840,ui,地下2层传送石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 css_2
inventory-item.css_3,css_3,restored-swf,public/assets/ui/inventory/items/css_3.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,217,ui,地下3层传送石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 css_3
inventory-item.css_4,css_4,restored-swf,public/assets/ui/inventory/items/css_4.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,64,ui,地下4层传送石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 css_4
inventory-item.css12,css12,restored-swf,public/assets/ui/inventory/items/css12.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,838,ui,12层传送石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 css12
inventory-item.css18,css18,restored-swf,public/assets/ui/inventory/items/css18.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,837,ui,18层传送石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 css18
inventory-item.css24,css24,restored-swf,public/assets/ui/inventory/items/css24.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,35,ui,24层传送石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 css24
inventory-item.css6,css6,restored-swf,public/assets/ui/inventory/items/css6.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,839,ui,6层传送石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 css6
inventory-item.cwjnxld,cwjnxld,restored-swf,public/assets/ui/inventory/items/cwjnxld.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,122,ui,宠物技能洗练丹背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cwjnxld
inventory-item.cwzzxld,cwzzxld,restored-swf,public/assets/ui/inventory/items/cwzzxld.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,124,ui,宠物属性洗练丹背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 cwzzxld
inventory-item.dgg,dgg,restored-swf,public/assets/ui/inventory/items/dgg.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,83,ui,独孤狗背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 dgg
inventory-item.djyys,djyys,restored-swf,public/assets/ui/inventory/items/djyys.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,24,ui,宠物大经验药水背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 djyys
inventory-item.dszk,dszk,restored-swf,public/assets/ui/inventory/items/dszk.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,776,ui,大圣战铠背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 dszk
inventory-item.dszkzzs,dszkzzs,restored-swf,public/assets/ui/inventory/items/dszkzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,773,ui,大圣战铠制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 dszkzzs
inventory-item.dtk,dtk,restored-swf,public/assets/ui/inventory/items/dtk.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,300,ui,氐土铠背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 dtk
inventory-item.dtkzzs,dtkzzs,restored-swf,public/assets/ui/inventory/items/dtkzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,142,ui,氐土铠制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 dtkzzs
inventory-item.dzjj,dzjj,restored-swf,public/assets/ui/inventory/items/dzjj.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,399,ui,地藏金戒背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 dzjj
inventory-item.fbqpj,fbqpj,restored-swf,public/assets/ui/inventory/items/fbqpj.png;src/assets/InventoryItemAssets.ts,1_MainLoad__main1.swf,3,ui,青萍剑背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 fbqpj
inventory-item.flj,flj,restored-swf,public/assets/ui/inventory/items/flj.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,833,ui,风轮剑背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 flj
inventory-item.fljzzs,fljzzs,restored-swf,public/assets/ui/inventory/items/fljzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,876,ui,风轮剑制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 fljzzs
inventory-item.flzsp,flzsp,restored-swf,public/assets/ui/inventory/items/flzsp.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,812,ui,风灵珠碎片背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 flzsp
inventory-item.fmtstx,fmtstx,restored-swf,local-resources/regima/source/restored-swfs/assets/EIcon1.swf,assets/EIcon1.swf,424,ui,伏魔天师背包图标,rejected,confirmed,none,原版目录缺陷且无外部生产者；未生成现代替代图
inventory-item.fykj,fykj,restored-swf,public/assets/ui/inventory/items/fykj.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,822,ui,风鹰铠甲背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 fykj
inventory-item.fykjzzs,fykjzzs,restored-swf,public/assets/ui/inventory/items/fykjzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,865,ui,风鹰铠甲制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 fykjzzs
inventory-item.fys1,fys1,restored-swf,public/assets/ui/inventory/items/fys1.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,240,ui,1级防御石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 fys1
inventory-item.fys2,fys2,restored-swf,public/assets/ui/inventory/items/fys2.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,239,ui,2级防御石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 fys2
inventory-item.fys3,fys3,restored-swf,public/assets/ui/inventory/items/fys3.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,237,ui,3级防御石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 fys3
inventory-item.gjrls,gjrls,restored-swf,public/assets/ui/inventory/items/gjrls.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,449,ui,高级熔炼石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 gjrls
inventory-item.gjs1,gjs1,restored-swf,public/assets/ui/inventory/items/gjs1.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,233,ui,1级攻击石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 gjs1
inventory-item.gjs2,gjs2,restored-swf,public/assets/ui/inventory/items/gjs2.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,232,ui,2级攻击石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 gjs2
inventory-item.gjs3,gjs3,restored-swf,public/assets/ui/inventory/items/gjs3.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,231,ui,3级攻击石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 gjs3
inventory-item.gjtss,gjtss,restored-swf,public/assets/ui/inventory/items/gjtss.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,453,ui,高级天枢石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 gjtss
inventory-item.gjyhs,gjyhs,restored-swf,public/assets/ui/inventory/items/gjyhs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,462,ui,高级玉衡石背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 gjyhs
inventory-item.gz,gz,restored-swf,public/assets/ui/inventory/items/gz.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,477,ui,拐杖背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 gz
inventory-item.hljh,hljh,restored-swf,public/assets/ui/inventory/items/hljh.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,307,ui,红莲教皇背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hljh
inventory-item.hljhzzs,hljhzzs,restored-swf,public/assets/ui/inventory/items/hljhzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,262,ui,红莲教皇制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hljhzzs
inventory-item.hlzsp,hlzsp,restored-swf,public/assets/ui/inventory/items/hlzsp.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,810,ui,火灵珠碎片背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hlzsp
inventory-item.hmzjns2,hmzjns2,restored-swf,public/assets/ui/inventory/items/hmzjns2.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,473,ui,火魔斩技能书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hmzjns2
inventory-item.hsmwtx,hsmwtx,restored-swf,public/assets/ui/inventory/items/hsmwtx.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,610,ui,混世魔王背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hsmwtx
inventory-item.hxg,hxg,restored-swf,public/assets/ui/inventory/items/hxg.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,406,ui,含羞狗背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hxg
inventory-item.hxkj,hxkj,restored-swf,public/assets/ui/inventory/items/hxkj.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,710,ui,黑犀铠甲背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hxkj
inventory-item.hxkjzzs,hxkjzzs,restored-swf,public/assets/ui/inventory/items/hxkjzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,732,ui,黑犀铠甲制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hxkjzzs
inventory-item.hy,hy,restored-swf,public/assets/ui/inventory/items/hy.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,831,ui,花宴背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hy
inventory-item.hyjjjns2,hyjjjns2,restored-swf,public/assets/ui/inventory/items/hyjjjns2.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,573,ui,火眼金睛技能书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hyjjjns2
inventory-item.hylc,hylc,restored-swf,public/assets/ui/inventory/items/hylc.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,328,ui,混元雷叉背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hylc
inventory-item.hylk,hylk,restored-swf,public/assets/ui/inventory/items/hylk.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,299,ui,混元龙铠背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hylk
inventory-item.hylz,hylz,restored-swf,public/assets/ui/inventory/items/hylz.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,341,ui,混元灵杖背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hylz
inventory-item.hywjs,hywjs,restored-swf,public/assets/ui/inventory/items/hywjs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,821,ui,混元无极伞背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hywjs
inventory-item.hyzzs,hyzzs,restored-swf,public/assets/ui/inventory/items/hyzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,16,ui,混元珍珠伞背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hyzzs
inventory-item.hzysz,hzysz,restored-swf,public/assets/ui/inventory/items/hzysz.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,677,ui,文状元装背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 hzysz
inventory-item.jbc,jbc,restored-swf,public/assets/ui/inventory/items/jbc.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,511,ui,金白菜背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jbc
inventory-item.jcdp,jcdp,restored-swf,public/assets/ui/inventory/items/jcdp.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,491,ui,九齿钉耙背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jcdp
inventory-item.jcdpzzs,jcdpzzs,restored-swf,public/assets/ui/inventory/items/jcdpzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,458,ui,九齿钉耙制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jcdpzzs
inventory-item.jhsjjns2,jhsjjns2,restored-swf,public/assets/ui/inventory/items/jhsjjns2.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,612,ui,九环圣经技能书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jhsjjns2
inventory-item.jlc,jlc,restored-swf,public/assets/ui/inventory/items/jlc.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,706,ui,蛟龙铲背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlc
inventory-item.jlczzs,jlczzs,restored-swf,public/assets/ui/inventory/items/jlczzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,554,ui,蛟龙铲制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlczzs
inventory-item.jlg,jlg,restored-swf,public/assets/ui/inventory/items/jlg.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,859,ui,蛟龙弓背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlg
inventory-item.jlgzzs,jlgzzs,restored-swf,public/assets/ui/inventory/items/jlgzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,320,ui,蛟龙弓制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlgzzs
inventory-item.jlj,jlj,restored-swf,public/assets/ui/inventory/items/jlj.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,852,ui,蛟龙甲背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlj
inventory-item.jljs,jljs,restored-swf,public/assets/ui/inventory/items/jljs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,775,ui,锦襕袈裟背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jljs
inventory-item.jljszzs,jljszzs,restored-swf,public/assets/ui/inventory/items/jljszzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,851,ui,锦襕袈裟制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jljszzs
inventory-item.jljzzs,jljzzs,restored-swf,public/assets/ui/inventory/items/jljzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,450,ui,蛟龙甲制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jljzzs
inventory-item.jllm,jllm,restored-swf,public/assets/ui/inventory/items/jllm.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,289,ui,卷帘绿魔背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jllm
inventory-item.jlnmwsz,jlnmwsz,restored-swf,public/assets/ui/inventory/items/jlnmwsz.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,556,ui,牛魔王装背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlnmwsz
inventory-item.jlqyzstx,jlqyzstx,restored-swf,public/assets/ui/inventory/items/jlqyzstx.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,187,ui,七曜战神背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlqyzstx
inventory-item.jlsmsrsz,jlsmsrsz,restored-swf,public/assets/ui/inventory/items/jlsmsrsz.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,615,ui,神秘商人装背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlsmsrsz
inventory-item.jlttzssz,jlttzssz,restored-swf,public/assets/ui/inventory/items/jlttzssz.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,472,ui,天庭战神装背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlttzssz
inventory-item.jlzlwsz,jlzlwsz,restored-swf,public/assets/ui/inventory/items/jlzlwsz.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,691,ui,转轮王装背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jlzlwsz
inventory-item.jmc,jmc,restored-swf,public/assets/ui/inventory/items/jmc.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,329,ui,角木铲背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jmc
inventory-item.jmczzs,jmczzs,restored-swf,public/assets/ui/inventory/items/jmczzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,264,ui,角木铲制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jmczzs
inventory-item.jmy,jmy,restored-swf,public/assets/ui/inventory/items/jmy.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,290,ui,井木衣背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jmy
inventory-item.jmyzzs,jmyzzs,restored-swf,public/assets/ui/inventory/items/jmyzzs.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,274,ui,井木衣制作书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jmyzzs
inventory-item.jspjns2,jspjns2,restored-swf,public/assets/ui/inventory/items/jspjns2.png;src/assets/InventoryItemAssets.ts,assets/EIcon1.swf,618,ui,巨石破技能书背包动态真图标,ready,confirmed,none,TASK-SLICE-160；原请求 jspjns2
