stableKey,as3Name,sourceKind,sourcePath,sourcePackage,symbolId,scope,usage,status,confidence,nextAction,note
skill-projectile.role1.hmz.hit10_2,Role1Bullet10_2,restored-swf,local-resources/regima/source/restored-swfs/assets/WuKong.swf;public/assets/combat/role1/skills;src/assets/AssetManifest.ts;docs/reverse-engineering/role1-combat-visuals-index.md,assets/WuKong.swf,149,projectile,Hero1 hmz first chained visual,ready,confirmed,none,25 frames; callback creates character 164
skill-projectile.role1.hmz.hit10_4,Role1Bullet10_4_tmp,restored-swf,local-resources/regima/source/restored-swfs/assets/WuKong.swf;public/assets/combat/role1/skills;src/assets/AssetManifest.ts;docs/reverse-engineering/role1-combat-visuals-index.md,assets/WuKong.swf,164,projectile,Hero1 hmz local finishing visual,ready,confirmed,none,14 frames; character 128 belongs Monster34 and is excluded
skill-projectile.role1.hyjj.hit12,Role1Bullet12,restored-swf,local-resources/regima/source/restored-swfs/assets/WuKong.swf;public/assets/combat/role1/skills;src/assets/AssetManifest.ts;docs/reverse-engineering/role1-combat-visuals-index.md,assets/WuKong.swf,42,projectile,Hero1 hyjj repeated target explosion,ready,confirmed,none,15 frames; repeats four times every 1.2 seconds
skill-effect.role1.hyjj.hit12_1,Role1Bullet12_1_1;Role1Bullet12_1_2,restored-swf,local-resources/regima/source/restored-swfs/assets/WuKong.swf;public/assets/combat/role1/skills;src/assets/AssetManifest.ts;docs/reverse-engineering/role1-combat-visuals-index.md,assets/WuKong.swf,348;318,effect,Hero1 hyjj two cast effects,ready,confirmed,none,14 and 17 frames; each removes itself and stops on its last frame
skill-projectile.role2.sgq.hit5,Role2Bullet5,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_96_Role2Bullet5;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,96,projectile,Hero2 sgq hit5 visual,ready,confirmed,none,180 frames; 200x200 union bounds; spawns forward 175 and y -110; last-frame destroy
skill-projectile.role2.smb.hit4_1,Role2Bullet4_1,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_281_Role2Bullet4_1;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,281,projectile,Hero2 smb first projectile visual,ready,confirmed,none,48 frames; union bounds 0 0 163.7 50.25; starts forward 200 and y 10 at speed 10
skill-projectile.role2.smb.hit4_2,Role2Bullet4_2,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_325_Role2Bullet4_2;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,325,projectile,Hero2 smb second-stage visual,ready,confirmed,none,21 frames; union bounds -150 -157.65 150 430; appears at stored point y -320 with direction offset 50
skill-projectile.role2.xbz.hit3,Role2Bullet3,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_74_Role2Bullet3;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,74,projectile,Hero2 xbz hit3 visual,ready,confirmed,none,40 frames; union bounds -186.45 -132.5 218.65 31.5; object y 40 and shadow synchronized
skill-effect.role2.myhc.hit6,Role2Bullet6,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_123_Role2Bullet6;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,123,effect,Hero2 myhc hit6 visual,ready,confirmed,none,26 frames; union bounds -106.15 -168.55 106.1 75.8; inserted below role and heals after 0.1 seconds
skill-effect.role2.jgz.hit7,Role2Bullet7,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_154_Role2Bullet7;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,154,effect,Hero2 jgz hit7 visual,ready,confirmed,none,22 frames; union bounds -247 -67 239.6 104.9; pull lasts two 0.625-second stages independent of visual
skill-effect.role2.tjgl.hit8,Role2Bullet8,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_346_Role2Bullet8;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,346,effect,Hero2 tjgl hit8 visual,ready,confirmed,none,25 frames; union bounds -176 -84 169 173; inserted below role at y -60; body and shadow counts differ
skill-projectile.role2.jhsj.hit9_1,Role2Bullet9_1,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_178_Role2Bullet9_1;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,178,projectile,Hero2 jhsj first-stage visual,ready,confirmed,none,57 frames; union bounds -62.45 -42.7 50.05 66.6; count 55 at forward 20 and y -20
skill-projectile.role2.jhsj.hit9_2,Role2Bullet9_2,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/skills/DefineSprite_159_Role2Bullet9_2;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,159,projectile,Hero2 jhsj second-stage visual,ready,confirmed,none,45 frames; union bounds -68 -58 367.9 358; inserted below role at forward 150 and y -150
skill-summon.role2.shy.shadow,ROLE2_SHALLDOW,restored-swf,local-resources/regima/source/restored-swfs/assets/TangSeng1.swf;public/assets/combat/role2/body/13_ROLE2_SHALLDOW.png;src/assets/AssetManifest.ts;src/scenes/test-scene/TestSceneViews.ts;docs/reverse-engineering/role2-combat-visuals-index.md,assets/TangSeng1.swf,13,effect,Hero2 shadow body and synchronized attacks,ready,confirmed,none,800x1000 sheet; 4x5 cells of 200x200; eight-second life; second shy teleports and consumes shadow
skill-projectile.role3.dj.hit4,Role3Bullet4,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,288,projectile,Hero3 implemented skill visual skill-projectile.role3.dj.hit4,derived-ready,confirmed,integrate,30 frames; bounds -90.7 12.9 99.05 85.65; follow damage effect
skill-effect.role3.sd.hit5,Role3Bullet5;Role3Bullet5Buff,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,281;256,effect,Hero3 shield cast and persistent three-tier shield visual,derived-ready,confirmed,integrate,12-frame cast plus 19-frame shared buff at role-local -20 -80; ten-second owner
skill-effect.role3.zznh.hit6,Role3Bullet6,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,340,effect,Hero3 implemented skill visual skill-effect.role3.zznh.hit6,derived-ready,confirmed,integrate,15 frames; disabled pull visual; targets tween to role y -100 over 1.8 seconds
skill-effect.role3.syzq.hit7_1,Role3Bullet7_1,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,203,effect,Hero3 implemented skill visual skill-effect.role3.syzq.hit7_1,derived-ready,confirmed,integrate,11-frame disabled start effect; bounds -61 -35 189 265
skill-projectile.role3.syzq.hit7_2,Role3Bullet7_2,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,169,projectile,Hero3 implemented skill visual skill-projectile.role3.syzq.hit7_2,derived-ready,confirmed,integrate,12 frames; horizontal speed 12; distance 999; 2.5-second timed owner without last-frame destroy
skill-effect.role3.ssp.hit8_1,Role3Bullet8_1,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,144,effect,Hero3 implemented skill visual skill-effect.role3.ssp.hit8_1,derived-ready,confirmed,integrate,4-frame disabled lift effect; bounds -7.25 0 68.45 53.85
skill-effect.role3.ssp.hit8_2,Role3Bullet8_2,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,134,effect,Hero3 implemented skill visual skill-effect.role3.ssp.hit8_2,derived-ready,confirmed,integrate,30-frame damage effect; bounds -618.7 -16.2 260.4 145.05
skill-effect.role3.jsp.hit9,Role3Bullet9,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,238,effect,Hero3 implemented skill visual skill-effect.role3.jsp.hit9,derived-ready,confirmed,integrate,17 frames; bounds -49.7 -38.6 348.3 235.85
skill-projectile.role3.dgq.hit10,Role3Bullet10,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,309,projectile,Hero3 implemented skill visual skill-projectile.role3.dgq.hit10,derived-ready,confirmed,integrate,30-frame follow effect; body moves horizontally at speed 15
skill-effect.role3.xgq.hit11-cast,Role3_hit11,script-reference,local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role3.as;local-resources/regima/source/restored-swfs/assets/BaJie.swf;docs/reverse-engineering/role3-combat-visuals-index.md;src/systems/Role3MobilitySkillSystem.ts,assets/BaJie.swf,,effect,Hero3 xgq cast uses body hit11 cell and sound cue only,ready,confirmed,none,Role3_hit11 is a SoundManager key and no independent visual Symbol exists; remove modern cast placeholder instead of deriving an asset
skill-projectile.role3.xgq.hit11,Role3Bullet11,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,93,projectile,Hero3 implemented skill visual skill-projectile.role3.xgq.hit11,derived-ready,confirmed,integrate,27 frames; hides body during second stage and restores it at action end
skill-effect.role3.tmc.hit12_1,Role3Bullet12_1,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,108,effect,Hero3 implemented skill visual skill-effect.role3.tmc.hit12_1,derived-ready,confirmed,integrate,160-frame guard effect; second stage jumps it to frame 154
skill-projectile.role3.tmc.hit12_2,Role3Bullet12_2,restored-swf,local-resources/regima/source/restored-swfs/assets/BaJie.swf;local-resources/regima/task-outputs/task-settings-069c-role3/effect-sprites;docs/reverse-engineering/role3-combat-visuals-index.md;src/assets/AssetManifest.ts,assets/BaJie.swf,125,projectile,Hero3 implemented skill visual skill-projectile.role3.tmc.hit12_2,derived-ready,confirmed,integrate,one-frame source; ten StabBullet instances on radius 100 with 0.3-second tracking and no last-frame destroy
skill-projectile.role4.zq.shovel.hit4,Role4Bullet4,script-reference,src/assets/AssetManifest.ts;src/systems/Role4PoisonSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.zq.shovel.hit4,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.zq.arrow.hit4,Role4BulletArrow4,script-reference,src/assets/AssetManifest.ts;src/systems/Role4PoisonSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.zq.arrow.hit4,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-effect.role4.jdz.hit7_1,Role4Bullet7_1,script-reference,src/assets/AssetManifest.ts;src/systems/Role4PoisonSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-effect.role4.jdz.hit7_1,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.jdz.hit7_2,Role4Bullet7_2,script-reference,src/assets/AssetManifest.ts;src/systems/Role4PoisonSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.jdz.hit7_2,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-effect.role4.wdww.hit5,Role4Bullet5,script-reference,src/assets/AssetManifest.ts;src/systems/Role4VoodooDollSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-effect.role4.wdww.hit5,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-summon.role4.wdww.doll,Role4Hit5,script-reference,src/assets/AssetManifest.ts;src/systems/Role4VoodooDollSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-summon.role4.wdww.doll,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.mbyj.hit6,Role4Bullet6,script-reference,src/assets/AssetManifest.ts;src/systems/Role4PoisonChainSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.mbyj.hit6,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.qlj.shovel.hit8,Role4Bullet8,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.qlj.shovel.hit8,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-effect.role4.qlj.arrow.hit8-1,Role4BulletArrow8_1,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-effect.role4.qlj.arrow.hit8-1,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.qlj.arrow.hit8-2,Role4BulletArrow8_2,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.qlj.arrow.hit8-2,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-effect.role4.tkj.shovel.hit9-1,Role4Bullet9_1,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-effect.role4.tkj.shovel.hit9-1,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.tkj.shovel.hit9-2,Role4Bullet9_2,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.tkj.shovel.hit9-2,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-effect.role4.tkj.arrow.hit9-1,Role4BulletArrow9_1,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-effect.role4.tkj.arrow.hit9-1,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.tkj.arrow.hit9-2,Role4BulletArrow9_2,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.tkj.arrow.hit9-2,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.dzj.shovel.hit10,Role4Bullet10,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.dzj.shovel.hit10,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-effect.role4.dzj.arrow.hit10-1,Role4BulletArrow10_1,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-effect.role4.dzj.arrow.hit10-1,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.dzj.arrow.hit10-2,Role4BulletArrow10_2,script-reference,src/assets/AssetManifest.ts;src/systems/Role4MobilitySkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.dzj.arrow.hit10-2,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-effect.role4.lybj.marker,Role4Bullet11,script-reference,src/assets/AssetManifest.ts;src/systems/Role4FinisherSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-effect.role4.lybj.marker,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.mmw.shovel.hit12,Role4Bullet12,script-reference,src/assets/AssetManifest.ts;src/systems/Role4FinisherSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.mmw.shovel.hit12,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-effect.role4.mmw.arrow.hit12-1,Role4BulletArrow12_1,script-reference,src/assets/AssetManifest.ts;src/systems/Role4FinisherSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,effect,Hero4 implemented skill visual skill-effect.role4.mmw.arrow.hit12-1,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.mmw.arrow.hit12-2,Role4BulletArrow12_2,script-reference,src/assets/AssetManifest.ts;src/systems/Role4FinisherSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.mmw.arrow.hit12-2,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role4.mmw.arrow.hit12-3,Role4BulletArrow12_3,script-reference,src/assets/AssetManifest.ts;src/systems/Role4FinisherSkillSystem.ts;docs/reverse-engineering/projectiles-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role4.as,,,projectile,Hero4 implemented skill visual skill-projectile.role4.mmw.arrow.hit12-3,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role5.xlc.hit6,sword_xlc,script-reference,src/assets/AssetManifest.ts;src/systems/Role5SkillTuning.ts;docs/reverse-engineering/role5-combat-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role5.as,,,projectile,Hero5 implemented skill visual skill-projectile.role5.xlc.hit6,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role5.lxuanj.hit7_1,sword_lxuanj1,script-reference,src/assets/AssetManifest.ts;src/systems/Role5SkillTuning.ts;docs/reverse-engineering/role5-combat-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role5.as,,,projectile,Hero5 implemented skill visual skill-projectile.role5.lxuanj.hit7_1,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
skill-projectile.role5.lxuanj.hit8,sword_lxuanj2,script-reference,src/assets/AssetManifest.ts;docs/reverse-engineering/role5-combat-index.md;docs/reverse-engineering/role5-combat-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role5.as,,,projectile,Hero5 implemented skill visual skill-projectile.role5.lxuanj.hit8,source-corpus-ready,confirmed,locate-symbol,Original mapping is confirmed but this stable key is currently manifest-only
skill-effect.role5.yyb.hit9,Role5Bullet9,script-reference,src/assets/AssetManifest.ts;src/systems/Role5SkillTuning.ts;docs/reverse-engineering/role5-combat-index.md;local-resources/regima/legacy-extraction/resources_by_swf/[172845].swf/scripts/export/hero/Role5.as,,,effect,Hero5 implemented skill visual skill-effect.role5.yyb.hit9,source-corpus-ready,confirmed,locate-symbol,EVB source corpus recovered; exact source package and symbol not yet located
